,0,1,2
0,-1.8676086462862744,-0.7113682690672466,2.0
1,-1.3681652845320722,-0.6988174191493903,2.0
2,0.3198408073389194,1.92913729374624,0.0
3,1.9823268689432134,-1.0827930693140941,1.0
4,-1.3529678874491033,-1.0859402295795337,2.0
5,-1.6163942278614134,-1.227408713281307,2.0
6,-1.531269380998349,-0.6484589516296777,2.0
7,1.6249889456192,-1.049888357039362,1.0
8,0.17352228131245162,1.9765422731160611,0.0
9,1.4836908808885905,-1.206858027424726,1.0
10,-0.13629913467760305,2.113507742362347,0.0
11,0.05007411931273033,1.8483467363207229,0.0
12,-1.4988043681912615,-1.1187099691299702,2.0
13,1.6766142759378575,-1.0839639066668605,1.0
14,-1.7839202961146814,-0.8816535097890681,2.0
15,-0.073832817107908,1.910135291942466,0.0
16,1.9438052807111394,-0.9304326585939611,1.0
17,-0.2345648553902175,2.1854356237409087,0.0
18,1.6997613419088669,-0.8728536986683405,1.0
19,-1.7418253172881493,-0.9398019303907599,2.0
20,0.13075825144925426,1.8899701779059848,0.0
21,-1.7433989229200333,-0.6453579819649595,2.0
22,-0.02642776638038304,2.0149964303427965,0.0
23,-1.7608420216552967,-0.8809840245517302,2.0
24,-1.8439043923819267,-0.9531129343177984,2.0
25,1.7392614792073635,-0.9626311355453486,1.0
26,1.8915454333470023,-1.1700939365110843,1.0
27,2.0002399964808113,-1.0303213127382316,1.0
28,-2.0932498376160793,-1.0607683364425755,2.0
29,-1.4756458081098138,-0.9276398718796797,2.0
30,0.42488876181201995,2.584096127397042,0.0
31,2.1275739742681337,-1.1769063819129175,1.0
32,-0.09475264167389799,2.02220919265625,0.0
33,-1.703366294274021,-0.5313310566144724,2.0
34,-0.15176197931071897,1.852752517420482,0.0
35,-0.1819096723196016,2.2533879438788205,0.0
36,-2.0457178068327755,-1.008203553544788,2.0
37,1.9650283995944353,-0.5584887500207432,1.0
38,-1.7727904138282362,-1.0054849911711388,2.0
39,-0.09346099918918195,2.4083362105348525,0.0
40,1.7916397135445852,-1.1801408493702852,1.0
41,-1.6421248529523969,-0.7613423821950136,2.0
42,1.7007583432605256,-1.0825913665545766,1.0
43,-0.010291764198288342,1.9982873300585846,0.0
