,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.857707509881423,0.694560669456067,0.3333333333333333,0.0,0.028517120545338816,0.0005522961164363256,0.024844707997370433,0.0003926417345713929,0.7484883897538118,0.7409724518139869,0.8226003998057836,0.6671485768021486,0.41286259753650373,0.7154366453767138,0.05473702958440859,0.8226003998057836,0.318996,0.16848871683124433,4.0
1,0.4426877470355731,0.49372384937238495,0.0,0.0,0.009505718255299054,0.0002530195075616253,0.00745341239921113,0.00026339184457554375,0.01115759784200927,0.0,0.027946599245005706,0.0014471761368520587,0.7655602337683144,0.21073791612958565,0.48842069961233703,0.027946599245005706,1.0,0.15460509748751816,1.0
2,0.1225296442687747,0.6736401673640168,0.0,0.0,0.0589353299888441,0.001796468350882005,0.20124233602103653,0.004868602725049026,0.5471872187501176,0.5588701542008935,0.5783722130606138,0.4992758323369516,0.5892120691789596,0.4872483772803545,0.233683480554324,0.5783722130606138,0.266914,0.1754876054701796,4.0
3,0.23715415019762845,0.7740585774058577,0.0,0.0,0.04942954329242836,0.0015280049368873005,0.05838509733420986,0.0013888901025531615,0.6225009947694582,0.6248032575186004,0.6731478362808438,0.5600577250194718,0.5145233205347939,0.5838927633891737,0.15789403878145739,0.6731478362808438,0.302925,0.17155755070794704,4.0
4,0.5849802371541502,0.7238493723849372,0.0,0.0,0.053232131735461395,0.0010769694610766366,0.06832311469471537,0.0013888901025531615,0.6192461844158224,0.6405016827310258,0.651276622734689,0.561504757885743,0.5912865491725514,0.5208057242469892,0.1789464509699154,0.651276622734689,0.275889,0.18322516309475442,4.0
5,0.7747035573122529,0.9079497907949791,0.0,0.0,0.047528591276495266,0.0015872153172575268,0.026087044018406967,0.00040875261726147676,0.22268651770438588,0.19937183693191934,0.1956259760029045,0.276410629114145,0.6120332163271845,0.15570430200404217,0.7305249555684398,0.23207763405960344,0.335717,0.9562036443241684,5.0
6,0.11067193675889328,0.41422594142259417,0.0,0.0,0.013307998713307005,0.00024275146765511966,0.013664600578683517,0.00010953525920441668,0.0678754109307904,0.09733122532771574,0.06925880644413436,0.03907379476880036,0.898340210611068,0.18389228016724313,0.39578913861509957,0.07533419214298523,0.564153,0.3603228990743135,0.0
7,0.0,0.28870292887029286,0.0,0.0,0.41635126718727544,0.26968956901054525,0.2062112328999915,0.1481342826120333,0.26778189632556637,0.19780213569791658,0.3341440263154441,0.2532554983341539,0.4045646775621369,0.4845640794561821,0.4252627051525452,0.3341440263154441,0.595282,0.10169625259793243,1.0
8,0.26877470355731226,0.3054393305439331,0.3333333333333333,0.0,0.10646392126533936,0.008275951429741116,0.08819870221053526,0.006809879333049389,0.2691764564115245,0.2888532845044633,0.3074119355586564,0.20549950636772607,0.7593362336219245,0.3919461400836216,0.2105260166206246,0.3074119355586564,0.437404,0.2323953356411143,0.0
9,0.5968379446640316,0.29707112970711297,0.0,0.0,0.1520912183203181,0.001338858425479824,0.02111801297789465,0.0004908023456801765,0.33286806156148047,0.3296697552057284,0.36330491533653236,0.2995657598941361,0.6369295903564876,0.39328828899570784,0.33263038626089003,0.36330491533653236,0.307415,0.16467953517575284,2.0
10,0.9762845849802372,0.5899581589958159,0.0,0.0,0.009505718255299054,6.348881436053395e-05,0.002484470799737043,2.1372700507282028e-05,0.004648993870713861,0.0,0.012150662041634043,0.0,0.794605941228544,0.17718081077391618,0.5115785424932453,0.012150662041634043,0.8888889999999999,0.15944841572290513,3.0
11,0.5375494071146245,0.5397489539748954,0.0,0.0,0.0019011436510598108,0.00013721945149730062,0.0012422376358944775,9.8160622574019e-05,0.00046489938707138613,0.0,0.001215066204163404,0.0,0.8132781097173983,0.15301973840780791,0.5305258839891015,0.001215066204163404,0.11111099999999999,0.15944841572290513,3.0
12,0.3359683794466403,0.7740585774058577,0.3333333333333333,0.5,0.05513308375139449,0.0014638133017652194,0.02857149245788445,0.0007962462154623677,0.7935837683749922,0.7943479452596719,0.8505474364750603,0.7250364037521263,0.4232368647231783,0.6778528516738204,0.10315700919704879,0.8505474364750603,0.285333,0.16387707205044436,4.0
13,0.8656126482213439,0.8702928870292888,0.3333333333333333,0.0,0.07794690338167556,0.001139063725776884,0.0509317520157774,0.002994849722538644,0.08089251845501319,0.08006281630680806,0.058323199671056945,0.1085382753868957,0.771784420636576,0.11006672086805988,0.6399995831580704,0.09113001999028918,0.427354,0.84418952903137,5.0
14,0.8142292490118577,0.4309623430962343,0.0,0.0,0.03612185256414644,0.00033238279430241257,0.003726717379735344,2.4044286637537838e-05,0.01534166722105974,0.006279426599866059,0.0315917650506756,0.004341528410556177,0.771784420636576,0.21073791612958565,0.4821047864821952,0.0315917650506756,0.933333,0.16429341275144124,3.0
15,0.019762845849802372,0.16317991631799164,0.0,0.0,0.057034377972911006,0.002016702328686179,0.03602483777631691,0.0015201359098269804,0.24593211467275536,0.2653063531220241,0.280680938362546,0.1866854741865487,0.7697097539211126,0.3704693413805893,0.233683480554324,0.280680938362546,0.44286099999999995,0.22880103950871794,0.0
16,0.7984189723320159,0.7112970711297071,0.0,0.0,0.12737644667410392,0.002598480616465567,0.0807453568921028,0.0012299452625818173,0.6894461550434497,0.698586279878719,0.7448362064817527,0.6150501837770814,0.5082998805540188,0.6281885097073245,0.09473680221608329,0.7448362064817527,0.306722,0.17859505158931346,4.0
17,0.9565217391304348,0.45188284518828453,0.0,0.0,0.1520912183203181,0.004396158988744784,0.03478250175528037,0.0013228019417264108,0.6006512131166472,0.632653176561012,0.6160388170298017,0.55282125822829,0.6431537772247491,0.4577174770499785,0.22526327357335849,0.6160388170298017,0.245321,0.19028280949391105,2.0
18,0.5731225296442688,0.35564853556485354,0.0,0.0,0.3460074874581654,0.00463629781853309,0.013664600578683517,0.00041413878072898763,0.6020457732026053,0.6499213030074402,0.5941676034836469,0.5672941918106535,0.7053943388542635,0.38120774073210545,0.2821053549030085,0.5941676034836469,0.197115,0.20203268274502825,2.0
19,0.7233201581027668,0.5564853556485355,0.0,0.0,0.024714840087330867,0.0006167237057308629,0.004968941599474086,0.00019632123368280247,0.006973503358366796,0.004709569949899545,0.013365717310190674,0.0014471761368520587,0.8029046641069589,0.17449627133877846,0.5073680600555537,0.013365717310190674,0.527778,0.1885687616885973,3.0
